ID,Benchmark,?Solved,Counterexample,Bound,Time,#Iters,#Backtracking,%Backtracking Type 2,Unsat core sizes,M sizes,AST size,nodes changed
1692,spider-program_share-0009.txt,True,"{'program': [['program_id', 'name', 'origin', 'launch', 'owner'], [381, 'morning390', 'morning390', 390, 'morning390'], [380, 'morning390', 'morning390', 390, 'morning390']], 'channel': [['channel_id', 'name', 'owner', 'share_in_percent', 'rating_in_percent'], [390, 'morning386', None, 388, 389]], 'broadcast': [['channel_id', 'program_id', 'time_of_day'], [390, 381, 'morning'], [390, 380, 'morning']], 'broadcast_share': [['channel_id', 'program_id', 'date', 'share_in_percent']]}",2.0,4.278381,6.0,3.0,0.3333333333333333,"[37, 156, 3]","[194, 194, 194]",224.0,"[79, 151, 156]"
1693,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [214, 'android217', None, 'android218', 'android219', 'android223'], [213, 'android220', None, 'android221', 'android222', 'android225']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [212, 'android224', 'android224', 'android224', 224], [211, 'android224', 'android224', 'android224', 224]], 'stock': [['shop_id', 'device_id', 'quantity'], [211, 213, 224]]}",2.0,2.080348,4.0,1.0,0.0,[1],[183],201.0,[50]
1694,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [224, 'android231', 'android238', 'android232', 'android233', 'android237'], [225, 'android234', 'android238', 'android235', 'android236', 'android239']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [227, 'android238', 'android238', 'android238', 238], [226, 'android238', 'android238', 'android238', 238]], 'stock': [['shop_id', 'device_id', 'quantity'], [227, 224, 238]]}",2.0,1.906882,4.0,1.0,0.0,[1],[187],211.0,[50]
1695,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [238, 'android245', 'android252', 'android246', 'android247', 'android244'], [239, 'android249', 'android', 'android250', 'android251', 'android248']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [241, 'android252', 'android252', 'android252', 252], [240, 'android252', 'android252', 'android252', 252]], 'stock': [['shop_id', 'device_id', 'quantity'], [240, 239, 252]]}",2.0,1.870769,4.0,1.0,0.0,[1],[193],219.0,[50]
1696,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [229, 'android234', 'android242', 'android235', 'android236', 'android241'], [228, None, 'android240', 'android238', None, 'android240']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [230, 'android242', 'android242', 'android242', 242], [231, 'android242', 'android242', 'android242', 242]], 'stock': [['shop_id', 'device_id', 'quantity']]}",2.0,1.764462,4.0,1.0,0.0,[1],[187],212.0,[50]
1697,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [249, 'android255', 'android256', 'android257', 'android258', 'android254'], [248, 'android259', 'android260', 'android261', 'android262', 'android260']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [250, 'android256', 'android256', 'android256', 256], [251, 'android256', 'android256', 'android256', 256]], 'stock': [['shop_id', 'device_id', 'quantity'], [251, 248, 256]]}",2.0,1.915335,4.0,1.0,0.0,[1],[206],232.0,[50]
1698,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [243, None, 'android248', 'android249', None, 'android248'], [244, 'android252', 'android253', 'android254', 'android255', 'android251']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [241, 'android253', 'android253', 'android253', 253], [242, 'android253', 'android253', 'android253', 253]], 'stock': [['shop_id', 'device_id', 'quantity'], [241, 243, 253], [242, 243, 253]]}",2.0,1.587511,4.0,1.0,0.0,[1],[204],230.0,[50]
1699,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [208, 'android213', None, None, 'android215', 'android220'], [207, 'android216', 'android222', 'android217', 'android218', 'android221']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [209, 'android222', 'android222', 'android222', 222], [210, 'android222', 'android222', 'android222', 222]], 'stock': [['shop_id', 'device_id', 'quantity'], [209, 208, 222], [209, 207, 222]]}",2.0,1.995928,4.0,1.0,0.0,[1],[174],202.0,[50]
1700,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [224, 'android229', None, 'android230', 'android231', 'android228'], [223, 'android232', 'android236', 'android233', 'android234', 'android227']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [222, 'android236', 'android236', 'android236', 236], [221, 'android236', 'android236', 'android236', 236]], 'stock': [['shop_id', 'device_id', 'quantity'], [221, 224, 236], [222, 223, 236]]}",2.0,2.453408,4.0,1.0,0.0,[1],[180],210.0,[50]
1701,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [213, 'android216', 'android223', 'android217', 'android218', 'android222'], [212, None, 'android223', 'android220', 'android221', 'android223']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [211, 'android223', 'android223', 'android223', 223], [210, 'android223', 'android223', 'android223', 223]], 'stock': [['shop_id', 'device_id', 'quantity'], [210, 212, 223]]}",2.0,1.855834,4.0,1.0,0.0,[1],[174],203.0,[50]
1702,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [232, 'android240', 'android239', 'android241', 'android242', 'android'], [231, None, None, None, 'android245', 'android237']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [234, 'android238', 'android238', 'android238', 238], [233, 'android238', 'android238', 'android238', 238]], 'stock': [['shop_id', 'device_id', 'quantity'], [234, 231, 238]]}",2.0,1.316415,4.0,1.0,0.0,[1],[193],223.0,[50]
1703,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [227, 'android231', 'android', 'android232', 'android233', 'android230']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [225, 'android', 'android', 'android', 5143805657375692176]], 'stock': [['shop_id', 'device_id', 'quantity']]}",2.0,2.739486,5.0,2.0,0.5,"[1, 155]","[191, 191]",221.0,"[50, 118]"
1704,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [236, 'android241', 'android249', 'android242', 'android243', 'android244'], [235, 'android245', 'android249', 'android246', 'android247', 'android248']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [238, 'android249', 'android249', 'android249', 249], [237, 'android249', 'android249', 'android249', 249]], 'stock': [['shop_id', 'device_id', 'quantity'], [238, 235, 249]]}",2.0,2.379921,4.0,1.0,0.0,[1],[190],220.0,[50]
1705,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [224, 'android230', 'android236', 'android231', 'android232', 'android'], [225, 'android233', 'android', 'android234', 'android235', 'android237']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [227, 'android', 'android', 'android', 5143805657375692176], [226, 'android', 'android', 'android', 5143805657375692176]], 'stock': [['shop_id', 'device_id', 'quantity'], [226, 224, 5143805657375692176]]}",2.0,1.769071,4.0,1.0,0.0,[1],[184],213.0,[50]
1706,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [249, 'android254', 'android253', 'android255', 'android256', 'android257'], [248, 'android258', 'android253', None, 'android260', 'android253']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [246, 'android253', 'android253', 'android253', 253], [245, 'android253', 'android253', 'android253', 253]], 'stock': [['shop_id', 'device_id', 'quantity']]}",2.0,1.690336,4.0,1.0,0.0,[1],[203],233.0,[50]
1707,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [239, 'android245', 'android244', 'android246', 'android247', 'android248'], [238, 'android249', 'android244', 'android250', 'android251', 'android244']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [240, 'android244', 'android244', 'android244', 244], [241, 'android244', 'android244', 'android244', 244]], 'stock': [['shop_id', 'device_id', 'quantity'], [241, 238, 244]]}",2.0,2.518224,4.0,1.0,0.0,[1],[201],231.0,[50]
1708,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [241, 'android244', 'android252', 'android245', 'android246', 'android251'], [240, None, 'android250', None, 'android249', 'android250']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [238, 'android250', 'android250', 'android250', 250], [239, 'android250', 'android250', 'android250', 250]], 'stock': [['shop_id', 'device_id', 'quantity'], [238, 241, 250], [238, 240, 250]]}",2.0,2.228403,4.0,1.0,0.0,[1],[191],221.0,[50]
1709,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [261, None, None, 'android267', 'android268', 'android269'], [262, 'android271', 'android270', 'android272', None, 'android270']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [260, 'android270', 'android270', 'android270', 270], [259, 'android270', 'android270', 'android270', 270]], 'stock': [['shop_id', 'device_id', 'quantity'], [259, 261, 270], [260, 262, 270]]}",2.0,2.381979,4.0,1.0,0.0,[1],[210],241.0,[50]
1710,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [253, None, 'android258', None, 'android261', 'android'], [252, 'android263', 'android262', 'android264', 'android265', 'android262']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [254, 'android262', 'android262', 'android262', 262], [255, 'android262', 'android262', 'android262', 262]], 'stock': [['shop_id', 'device_id', 'quantity'], [255, 252, 262]]}",2.0,2.508057,5.0,2.0,0.5,"[1, 172]","[208, 208]",239.0,"[50, 140]"
1711,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [251, 'android255', 'android256', 'android257', 'android258', 'android254'], [250, 'android260', 'android256', 'android261', 'android262', 'android259']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [249, 'android256', 'android256', 'android256', 256], [248, 'android256', 'android256', 'android256', 256]], 'stock': [['shop_id', 'device_id', 'quantity'], [248, 251, 256], [249, 251, 256]]}",2.0,2.77892,4.0,1.0,0.0,[1],[204],234.0,[50]
1712,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [243, 'android247', 'android', 'android248', 'android249', 'android246']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [242, 'android', 'android', 'android', 5143805657375692176], [241, 'android', 'android', 'android', 5143805657375692176]], 'stock': [['shop_id', 'device_id', 'quantity']]}",2.0,3.649144,5.0,2.0,0.5,"[1, 194]","[202, 202]",232.0,"[50, 154]"
1713,spider_bak-device-0003.txt,True,"{'device': [['device_id', 'device', 'carrier', 'package_version', 'applications', 'software_platform'], [262, 'android270', 'android269', 'android271', 'android272', 'android268'], [263, 'android274', 'android269', 'android275', 'android276', 'android273']], 'shop': [['shop_id', 'shop_name', 'location', 'open_date', 'open_year'], [265, 'android269', 'android269', 'android269', 269], [264, 'android269', 'android269', 'android269', 269]], 'stock': [['shop_id', 'device_id', 'quantity'], [264, 263, 269]]}",2.0,3.406855,4.0,1.0,0.0,[1],[224],252.0,[50]
1714,spider-swimming-0010.txt,True,"{'swimmer': [['id', 'name', 'nationality', 'meter_100', 'meter_200', 'meter_300', 'meter_400', 'meter_500', 'meter_600', 'meter_700', 'time'], [222, '229', '229', 229, '229', '229', '229', '229', '229', '229', '229'], [221, '229', '229', 229, '229', '229', '229', '229', '229', '229', '229']], 'stadium': [['id', 'name', 'capacity', 'city', 'country', 'opening_year'], [224, '227', 228, '229', '230', 649], [223, '231', 232, '229', '233', 649]], 'event': [['id', 'stadium_id', 'name', 'year'], [229, None, '229', '229']], 'record': [['swimmer_id', 'event_id', 'id', 'result']]}",2.0,1.221627,4.0,1.0,0.0,[2],[157],174.0,[51]
1715,spider_bak-election-0023.txt,True,"{'county': [['county_id', 'county_name', 'population', 'zip_code'], [178, '182', 183, '182'], [179, '182', 184, '182']], 'party': [['party_id', 'year', 'party', 'governor', 'lieutenant_governor', 'comptroller', 'attorney_general', 'us_senate'], [177, 182, '182', '182', '182', '182', '182', '182'], [176, 182, '182', '182', '182', '182', '182', '182']], 'election': [['election_id', 'district', 'party', 'counties_represented', 'delegate', 'first_elected', 'committee'], [182, 178, None, '182', '182', 182, '182']]}",2.0,2.648872,4.0,1.0,0.0,[1],[152],167.0,[50]
1716,spider-phone_market-0004.txt,True,"{'phone': [['phone_id', 'name', 'memory_in_g', 'carrier', 'price'], [223, '223', 32, '223', 223]], 'market': [['market_id', 'district', 'num_of_employees', 'num_of_shops', 'ranking'], [220, '223', 223, 223, 223]], 'phone_market': [['market_id', 'phone_id', 'num_of_stock']]}",2.0,1.645034,4.0,1.0,0.0,[1],[186],206.0,[50]
1717,spider-e_learning-0016.txt,True,"{'course_authors_and_tutors': [['author_id', 'author_tutor_atb', 'login_name', 'password', 'personal_name', 'middle_name', 'family_name', 'gender_mf', 'address_line_1'], [173, '180', '180', '180', '180', '180', '180', '180', '180'], [172, '180', '180', '180', '180', '180', '180', '180', '180']], 'students': [['student_id', 'date_of_registration', 'date_of_latest_logon', 'login_name', 'password', 'personal_name', 'middle_name', 'family_name'], [174, 180, 180, '180', '180', None, '180', '180'], [175, 180, 180, '180', '180', None, '180', '180']], 'subjects': [['subject_id', 'subject_name'], [169, '180'], [168, '180']], 'courses': [['course_id', 'subject_id', 'author_id', 'course_name', 'course_description'], [180, 168, None, '180', '180']], 'student_course_enrolment': [['registration_id', 'student_id', 'course_id', 'date_of_enrolment', 'date_of_completion'], [171, 175, None, 180, 180], [170, 174, None, 180, 180]], 'student_tests_taken': [['registration_id', 'date_test_taken', 'test_result'], [170, 180, '180'], [171, 180, '180']]}",2.0,5.061532,5.0,2.0,0.5,"[1, 96]","[111, 111]",123.0,"[50, 83]"
1718,spider_bak-local_govt_in_alabama-0015.txt,True,"{'services': [['service_id', 'service_type_code'], [190, '0']], 'participants': [['participant_id', 'participant_type_code', 'participant_details']], 'events': [['event_id', 'service_id', 'event_details']], 'participants_in_events': [['event_id', 'participant_id']]}",2.0,1.595469,4.0,1.0,0.0,[2],[168],189.0,[51]
1719,spider-student_assessment-0003.txt,True,"{'addresses': [['address_id', 'line_1', 'line_2', 'city', 'zip_postcode', 'state_province_county', 'country'], [331, None, None, None, None, None, None], [330, None, None, None, None, None, None]], 'people': [['person_id', 'first_name', 'middle_name', 'last_name', 'cell_mobile_number', 'email_address', 'login_name', 'password'], [333, None, None, None, None, '349', None, None], [332, None, '353', None, '355', None, '357', '358']], 'students': [['student_id', 'student_details'], [332, None]], 'courses': [['course_id', 'course_name', 'course_description', 'other_details'], ['335', None, None, None], ['334', None, None, None]], 'people_addresses': [['person_address_id', 'address_id', 'person_id', 'date_from', 'date_to'], [337, 330, 333, None, None], [336, 331, 333, None, None]], 'student_course_registrations': [['student_id', 'course_id', 'registration_date'], [332, 335, None]], 'student_course_attendance': [['student_id', 'course_id', 'date_of_attendance'], [332, 335, None]], 'candidates': [['candidate_id', 'candidate_details'], [332, '344'], [333, None]], 'candidate_assessments': [['candidate_id', 'qualification', 'assessment_date', 'asessment_outcome_code'], [333, '333', None, None]]}",2.0,2.461515,4.0,1.0,0.0,[1],[155],181.0,[50]
1720,spider_bak-workshop_paper-0002.txt,True,"{'workshop': [['workshop_id', 'date', 'venue', 'name'], [173, None, None, None], [172, None, None, None]], 'submission': [['submission_id', 'scores', 'author', 'college'], [174, None, None, None], [175, 180, None, None]], 'acceptance': [['submission_id', 'workshop_id', 'result'], [174, 172, None], [175, 173, None]]}",2.0,3.878415,6.0,3.0,0.6666666666666666,"[1, 100, 138]","[150, 150, 150]",167.0,"[50, 100, 100]"
1721,spider-ship_1-0001.txt,True,"{'captain': [['captain_id', 'ship_id', 'name', 'age', 'class', 'rank']], 'ship': [['ship_id', 'name', 'type', 'built_year', 'class', 'flag']]}",2.0,1.922286,4.0,1.0,0.0,[2],[169],188.0,[51]
1722,spider-game_injury-0018.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [333, '328', 328, 328, 328, 328], [329, '328', 328, 328, 328, 328]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [328, 329, 338, None, None, '341', None, None], [332, 333, 352, None, '354', '355', '356', '357']], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [331, 328, None, None, None, '347'], [330, 332, None, '349', '350', '351']]}",2.0,31.361767,9.0,6.0,0.3333333333333333,"[3, 114, 3, 6, 3, 98]","[151, 151, 151, 151, 151, 151]",173.0,"[52, 115, 115, 116, 117, 98]"
1723,spider-game_injury-0018.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [328, '354', 354, 354, 354, 354], [329, '354', 354, 354, 354, 354]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [351, None, 337, None, '354', '354', '354', '354'], [354, None, None, '353', '346', '347', '348', None]], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [332, 354, None, None, None, '340'], [331, 354, None, None, None, '344']]}",2.0,6.144217,5.0,2.0,0.5,"[15, 154]","[163, 163]",188.0,"[59, 133]"
1724,spider-game_injury-0018.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [355, None, None, None, None, None], [357, None, None, None, None, None]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [384, 357, 364, None, '365', None, None, '368'], [385, None, None, None, None, '371', '372', '373']], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [359, 384, None, '374', '375', '376'], [358, 385, None, None, None, None]]}",2.0,20.679549,11.0,8.0,0.25,"[2, 147, 10, 10, 6, 9, 8, 180]","[188, 188, 188, 188, 188, 188, 188, 188]",215.0,"[51, 132, 134, 8, 133, 132, 9, 164]"
1725,db2csv-dog_kennels-0032_dev.txt,True,"{'breeds': [['breed_code', 'breed_name'], ['334', '338'], ['333', '338']], 'charges': [['charge_id', 'charge_type', 'charge_amount'], [337, '338', 338], [336, '338', 338]], 'sizes': [['size_code', 'size_description'], ['341', '338'], ['340', '338']], 'treatment_types': [['treatment_type_code', 'treatment_type_description'], ['339', None], ['338', None]], 'owners': [['owner_id', 'first_name', 'last_name', 'street', 'city', 'state', 'zip_code', 'email_address', 'home_phone', 'cell_number'], [329, '338', '338', '338', '338', '338', '338', '338', '338', '338'], [330, '338', '338', '338', '338', '338', '338', '338', '338', '338']], 'dogs': [['dog_id', 'owner_id', 'size_code', 'breed_code', 'abandoned_yn', 'name', 'age', 'date_of_birth', 'gender', 'weight', 'date_arrived', 'date_adopted', 'date_departed'], [335, 330, '340', '334', '338', '338', '338', 338, '338', '338', 338, 338, 338], [342, 330, '340', None, '338', '338', '338', 338, '338', '338', 338, 338, 338]], 'professionals': [['professional_id', 'role_code', 'first_name', 'street', 'city', 'state', 'zip_code', 'last_name', 'email_address', 'home_phone', 'cell_number'], [345, '338', '338', '338', '338', '338', '338', '338', '338', '338', '338'], [344, '338', '338', '338', '338', '338', '338', '338', '338', '338', '338']], 'treatments': [['treatment_id', 'dog_id', 'professional_id', 'treatment_type_code', 'date_of_treatment', 'cost_of_treatment'], [332, 342, 344, '338', 350, None], [331, None, 345, '338', 354, None]]}",2.0,23.910239,5.0,2.0,0.5,"[1, 148]","[156, 156]",182.0,"[50, 136]"
1726,spider_bak-twitter_1-0021.txt,True,"{'follows': [['f1', 'f2'], [175, 174]], 'tweets': [['id', 'uid', 'text', 'createdate'], [177, None, None, None], [176, 175, None, 183]], 'user_profiles': [['uid', 'name', 'email', 'partitionid', 'followers'], [174, None, None, None, None], [175, None, None, None, None]]}",2.0,3.975725,5.0,2.0,0.5,"[1, 140]","[149, 149]",166.0,"[50, 103]"
1727,spider_bak-voter_2-0019.txt,True,"{'student': [['stuid', 'lname', 'fname', 'age', 'sex', 'major', 'advisor', 'city_code'], [371, '379', None, None, None, None, 383, '384'], [369, None, '390', 391, '392', None, None, '394']], 'voting_record': [['class_senator_vote', 'class_president_vote', 'treasurer_vote', 'secretary_vote', 'vice_president_vote', 'president_vote', 'stuid', 'registration_date', 'election_cycle'], [None, 369, 369, 371, None, 371, 371, '385', None], [369, None, 371, None, 371, None, 369, None, '388']]}",2.0,3.112958,4.0,1.0,0.0,[1],[201],233.0,[50]
1728,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age'], [221, '219', '219', '219', 219], [220, '219', '219', '219', 219]], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of'], [218, '219', '219', 219, '219'], [219, '219', '219', 219, '219']], 'wedding': [['church_id', 'male_id', 'female_id', 'year'], [219, 221, 220, 2016], [219, 220, 221, 2016]]}",2.0,1.123843,4.0,1.0,0.0,[1],[154],169.0,[50]
1729,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age']], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of']], 'wedding': [['church_id', 'male_id', 'female_id', 'year']]}",2.0,1.707634,4.0,1.0,0.0,[2],[164],185.0,[51]
1730,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age'], [200, '201', '201', '201', 201], [199, '201', '201', '201', 201]], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of'], [198, '201', '201', 201, '201'], [201, '201', '201', 201, '201']], 'wedding': [['church_id', 'male_id', 'female_id', 'year'], [201, 200, 199, 2016], [201, 199, 200, 2016]]}",2.0,2.782528,5.0,2.0,0.5,"[1, 135]","[156, 156]",173.0,"[50, 116]"
1731,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age'], [210, '0', '0', '0', 0]], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of'], [277, '0', '0', 0, '0']], 'wedding': [['church_id', 'male_id', 'female_id', 'year'], [277, 210, 210, 276]]}",2.0,1.0464,4.0,1.0,0.0,[1],[165],186.0,[50]
1732,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age'], [200, '0', '0', '0', 0], [199, '0', '0', '0', 0]], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of'], [198, '0', '0', 0, '0']], 'wedding': [['church_id', 'male_id', 'female_id', 'year'], [198, 200, 199, None]]}",2.0,1.192576,4.0,1.0,0.0,[2],[157],174.0,[51]
1733,spider_bak-wedding-0020.txt,True,"{'people': [['people_id', 'name', 'country', 'is_male', 'age'], [189, '2016', '2016', '2016', 2016], [190, '2016', '2016', '2016', 2016]], 'church': [['church_id', 'name', 'organized_by', 'open_date', 'continuation_of'], [192, '2016', '2016', 2016, '2016'], [191, '2016', '2016', 2016, '2016']], 'wedding': [['church_id', 'male_id', 'female_id', 'year'], [191, 190, 190, 2016], [191, 189, 189, 2016]]}",2.0,1.927587,5.0,2.0,0.0,"[1, 3]","[169, 169]",190.0,"[50, 3]"
1734,spider-music_4-0011.txt,True,"{'artist': [['artist_id', 'artist', 'age', 'famous_title', 'famous_release_date']], 'volume': [['volume_id', 'artist_id', 'volume_issue', 'issue_date', 'weeks_on_top', 'song']], 'music_festival': [['id', 'volume', 'music_festival', 'date_of_ceremony', 'category', 'result']]}",2.0,2.050415,4.0,1.0,0.0,[2],[163],183.0,[51]
1735,spider-train_station-0004.txt,True,"{'station': [['station_id', 'name', 'annual_entry_exit', 'annual_interchanges', 'total_passengers', 'location', 'main_services', 'number_of_platforms'], [243, None, 247, 248, 257, 'london246', 'london249', 250], [242, 'london', 252, 253, 256, 'london251', 'london254', 255]], 'train': [['train_id', 'name', 'time', 'service'], [241, 'london257', 'london257', 'london257'], [240, 'london257', 'london257', 'london257']], 'train_station': [['train_id', 'station_id'], [241, 242]]}",2.0,6.858001,5.0,2.0,0.5,"[1, 176]","[188, 188]",218.0,"[50, 148]"
1736,spider-train_station-0004.txt,True,"{'station': [['station_id', 'name', 'annual_entry_exit', 'annual_interchanges', 'total_passengers', 'location', 'main_services', 'number_of_platforms'], [268, 'london279', 271, 272, None, 'london279', 'london273', 274], [267, 'london283', 275, 276, None, 'london281', 'london277', 278]], 'train': [['train_id', 'name', 'time', 'service'], [265, 'london283', 'london283', 'london283'], [266, 'london283', 'london283', 'london283']], 'train_station': [['train_id', 'station_id']]}",2.0,2.376922,4.0,1.0,0.0,[1],[210],240.0,[50]
1737,spider-train_station-0004.txt,True,"{'station': [['station_id', 'name', 'annual_entry_exit', 'annual_interchanges', 'total_passengers', 'location', 'main_services', 'number_of_platforms'], [276, 'london288', 281, 282, 289, 'london288', 'london283', 284], [275, None, 288, 288, 287, None, 'london288', 288]], 'train': [['train_id', 'name', 'time', 'service'], [278, 'london288', 'london288', 'london288']], 'train_station': [['train_id', 'station_id']]}",2.0,2.17208,4.0,1.0,0.0,[1],[221],250.0,[50]
1738,spider_bak-game_injury-0013.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [366, '479', 479, 479, 479, 479], [365, '479', 479, 479, 479, 479]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [479, 366, 2011, '377', '378', '379', '380', '381']], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [368, 479, None, '374', '375', None], [367, 479, None, '374', None, None]]}",2.0,2.631248,3.0,0.0,,[],[],210.0,[]
1739,spider_bak-game_injury-0013.txt,False,,4.0,48.057587,,,,,,,
1740,spider_bak-game_injury-0013.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [372, None, None, None, None, None]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [375, None, None, None, None, None, '387', None], [374, 372, None, None, None, None, None, None]], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [370, 375, None, None, '382', '383'], [369, 375, None, None, '391', None]]}",2.0,17.127129,5.0,2.0,0.5,"[1, 202]","[208, 208]",239.0,"[50, 182]"
1741,spider_bak-game_injury-0013.txt,True,"{'stadium': [['id', 'name', 'home_games', 'average_attendance', 'total_attendance', 'capacity_percentage'], [360, '362', 362, 362, 362, 362]], 'game': [['id', 'stadium_id', 'season', 'date', 'home_team', 'away_team', 'score', 'competition'], [361, None, 2011, '372', None, '374', '375', '376'], [362, 360, -737, '377', '378', '379', None, '381']], 'injury_accident': [['id', 'game_id', 'player', 'injury', 'number_of_matches', 'source'], [364, 362, None, '432', '370', None]]}",2.0,13.139756,5.0,2.0,0.5,"[1, 191]","[196, 196]",229.0,"[50, 170]"
