Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
1047,spider_bak-game_injury-0013.txt,"49,47,4",,Valid,26.620793877468543,"49,47,3,1",,Valid,33.98529093593286,"51,49",,Valid,1.0,"50,47,3",,Valid,27.190684679377483,100,,Valid,50.0,"49,47,3,1",,Valid,33.98529093593286,"49,47,3,1",,Valid,33.98529093593286,"49,47,3,1",,Valid,33.98529093593286,"49,47,3,1",,Valid,33.98529093593286,"50,47,3",,Valid,27.190684679377483,"49,47,3,1",,Valid,33.98529093593286,"50,49,1",,Valid,28.296053906272277,"49,47,3,1",,Valid,33.98529093593286,"50,50",,Valid,0.0,"49,47,3,1",,Valid,33.98529093593286,"49,47,3,1",,Valid,33.98529093593286,,4.92,13.0,0.0,True
1048,spider_bak-game_injury-0013.txt,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,50",,Valid,0.0,"50,47,3",,Valid,27.190684679377483,"50,50",,Valid,0.0,"50,47,3",,Valid,27.190684679377483,,5.02,12.0,0.0,True
1049,spider_bak-game_injury-0013.txt,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,50",,Valid,0.0,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,50",,Valid,0.0,,5.49,2.0,0.0,True
1050,spider_bak-game_injury-0013.txt,"50,46,1,1,1,1",,Valid,40.041644987854,"50,46,1,1,1,1",,Valid,40.041644987854,"50,46,1,1,1,1",,Valid,40.041644987854,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,50",,Valid,0.0,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,50",,Valid,0.0,"50,46,2,2",,Valid,34.0,,5.01,3.0,0.0,True
1051,spider_bak-game_injury-0013.txt,"50,48,1,1",,Valid,34.66266002487403,"50,48,2",,Valid,27.736858750286295,100,,Valid,50.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,,5.34,7.0,0.0,True
1052,spider_bak-game_injury-0013.txt,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,48,1,1",,Valid,34.66266002487403,"50,49,1",,Valid,28.296053906272277,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,49,1",,Valid,28.296053906272277,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,49,1",,Valid,28.296053906272277,,5.23,8.0,0.0,True
1053,spider_bak-game_injury-0013.txt,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,50",,Valid,0.0,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,100,,Valid,50.0,"50,49,1",,Valid,28.296053906272277,,5.11,2.0,0.0,True
1054,spider_bak-game_injury-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.13,0.0,0.0,True
1055,spider_bak-game_injury-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.91,0.0,0.0,True
1056,spider_bak-game_injury-0013.txt,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,100,,Valid,50.0,"48,48,2,1,1",,Valid,37.72002120890178,100,,Valid,50.0,"51,48,1",,Valid,28.319604517012593,"48,48,2,1,1",,Valid,37.72002120890178,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"50,46,2,1,1",,Valid,37.741224145488445,"49,48,2,1",,Valid,34.31471987354698,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,,5.24,2.0,0.0,True
1057,spider_bak-game_injury-0013.txt,"94,2,2,1,1",,Valid,47.636120748860314,100,,Valid,50.0,"48,46,2,2,2",,Valid,37.23439270352076,"97,2,1",,Valid,48.00694394217014,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,"94,2,2,1,1",,Valid,47.636120748860314,"94,2,2,1,1",,Valid,47.636120748860314,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,"48,46,1,1,1,1,1,1",,Valid,42.464691215173104,100,,Valid,50.0,"97,2,1",,Valid,48.00694394217014,100,,Valid,50.0,,5.5,2.0,37.23439270352076,False
1058,spider_bak-game_injury-0013.txt,"50,50",,Valid,0.0,"49,46,1,1,1,1,1",,Valid,41.441869786829976,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"49,46,1,1,1,1,1",,Valid,41.441869786829976,"49,46,1,1,1,1,1",,Valid,41.441869786829976,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"49,46,1,1,1,1,1",,Valid,41.441869786829976,"49,46,2,2,1",,Valid,37.48599738569057,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"49,46,1,1,1,1,1",,Valid,41.441869786829976,100,,Valid,50.0,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,,5.37,0.0,0.0,True
1059,spider_bak-game_injury-0013.txt,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,50",,Valid,0.0,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,100,,Valid,50.0,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,,5.38,3.0,0.0,True
1060,spider_bak-game_injury-0013.txt,"50,48,1,1",,Valid,34.66266002487403,100,,Valid,50.0,100,,Valid,50.0,"98,1,1",,Valid,48.66894971813822,"50,48,1,1",,Valid,34.66266002487403,"51,46,1,1,1",,Valid,38.0,"50,48,1,1",,Valid,34.66266002487403,"51,46,1,1,1",,Valid,38.0,"51,46,1,1,1",,Valid,38.0,"50,48,1,1",,Valid,34.66266002487403,"50,46,1,1,1,1",,Valid,40.041644987854,"98,1,1",,Valid,48.66894971813822,100,,Valid,50.0,"50,50",,Valid,0.0,"50,46,1,1,1,1",,Valid,40.041644987854,"98,1,1",,Valid,48.66894971813822,,5.3,13.0,0.0,True
1061,spider_bak-game_injury-0013.txt,"49,48,2,1",,Valid,34.31471987354698,"48,48,1,1,1,1",,Valid,40.024992192379,"50,48,2",,Valid,27.736858750286295,"49,48,2,1",,Valid,34.31471987354698,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"48,48,1,1,1,1",,Valid,40.024992192379,100,,Valid,50.0,"50,49,1",,Valid,28.296053906272277,"48,48,1,1,1,1",,Valid,40.024992192379,"48,48,1,1,1,1",,Valid,40.024992192379,"48,48,1,1,1,1",,Valid,40.024992192379,"50,48,2",,Valid,27.736858750286295,"50,49,1",,Valid,28.296053906272277,"49,48,2,1",,Valid,34.31471987354698,"50,49,1",,Valid,28.296053906272277,,5.25,5.0,0.0,True
1062,spider_bak-game_injury-0013.txt,"49,48,2,1",,Valid,34.31471987354698,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,"97,2,1",,Valid,48.00694394217014,"97,2,1",,Valid,48.00694394217014,"97,3",,Valid,47.0,"97,2,1",,Valid,48.00694394217014,"49,48,1,1,1",,Valid,37.96840792026971,"97,3",,Valid,47.0,"49,48,1,1,1",,Valid,37.96840792026971,100,,Valid,50.0,"49,48,1,1,1",,Valid,37.96840792026971,"97,3",,Valid,47.0,"97,2,1",,Valid,48.00694394217014,"49,48,1,1,1",,Valid,37.96840792026971,"97,2,1",,Valid,48.00694394217014,,5.56,0.0,34.31471987354698,False
1063,spider_bak-game_injury-0013.txt,"50,48,1,1",,Valid,34.66266002487403,100,,Valid,50.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,100,,Valid,50.0,"50,50",,Valid,0.0,"51,48,1",,Valid,28.319604517012593,"50,48,1,1",,Valid,34.66266002487403,"52,48",,Valid,2.0,"52,48",,Valid,2.0,"52,48",,Valid,2.0,"50,50",,Valid,0.0,"52,48",,Valid,2.0,"50,48,1,1",,Valid,34.66266002487403,100,,Valid,50.0,"50,48,2",,Valid,27.736858750286295,,5.29,5.0,0.0,True
1064,spider_bak-game_injury-0013.txt,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"98,2",,Valid,48.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,2",,Valid,27.736858750286295,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,2",,Valid,27.736858750286295,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,,6.0,0.0,0.0,True
1065,spider_bak-game_injury-0013.txt,100,,Valid,50.0,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,"50,50",,Valid,0.0,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,100,,Valid,50.0,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,100,,Valid,50.0,"49,48,1,1,1",,Valid,37.96840792026971,"49,48,1,1,1",,Valid,37.96840792026971,"50,49,1",,Valid,28.296053906272277,"49,49,1,1",,Valid,34.655446902326915,"99,1",,Valid,49.0,"49,48,1,1,1",,Valid,37.96840792026971,,5.54,3.0,0.0,True
1066,spider_bak-game_injury-0013.txt,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,50",,Valid,0.0,"50,49,1",,Valid,28.296053906272277,100,,Valid,50.0,"50,49,1",,Valid,28.296053906272277,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,"50,49,1",,Valid,28.296053906272277,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,48,1,1",,Valid,34.66266002487403,"50,48,1,1",,Valid,34.66266002487403,,5.25,5.0,0.0,True
1067,spider_bak-game_injury-0013.txt,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,100,,Valid,50.0,"50,49,1",,Valid,28.296053906272277,"50,50",,Valid,0.0,"50,49,1",,Valid,28.296053906272277,"99,1",,Valid,49.0,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,"50,49,1",,Valid,28.296053906272277,,5.67,8.0,0.0,True
1068,spider_bak-game_injury-0013.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.25,0.0,0.0,True
1069,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.85,0.0,0.0,True
1070,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.55,0.0,0.0,True
1071,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.35,0.0,0.0,True
1072,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.02,0.0,0.0,True
1073,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.67,0.0,0.0,True
1074,spider-decoration_competition-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.47,0.0,0.0,True
1075,spider_bak-game_injury-0007.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.51,0.0,50.0,False
1076,spider_bak-game_injury-0007.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.76,0.0,50.0,False
1077,spider-pilot_record-0009.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.32,4.0,0.0,True
1078,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.12,0.0,50.0,False
1079,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.72,0.0,50.0,False
1080,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.15,0.0,50.0,False
1081,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.67,0.0,50.0,False
1082,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.4,0.0,50.0,False
1083,spider-network_2-0029.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.99,0.0,50.0,False
1084,spider_bak-pilot_record-0012.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,6.74,0.0,0.0,True
1085,spider_bak-college_2-0079.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,11.59,0.0,50.0,False
1086,spider-loan_1-0008.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,3.64,0.0,0.0,False
1087,spider_bak-hospital_1-0021.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,5.6,0.0,0.0,True
1088,spider_bak-hospital_1-0021.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,5.57,0.0,0.0,True
1089,spider_bak-hospital_1-0021.txt,100,,Length constraint vi...,50.0,100,,Valid,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,5.89,0.0,50.0,False
1090,spider_bak-hospital_1-0021.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,,6.22,0.0,0.0,True
1091,spider_bak-hospital_1-0021.txt,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Length constraint vi...,0.0,"50,50",,Valid,0.0,,6.35,0.0,0.0,True
